Observation ID,Site,Species Code,Observer,Plant #,Date,Year,Arrival Time,Departure Time,Weather,North Face,South Face,Breaking Leaf Buds,How many do you see?,Leaves?,What % of canopy is full?,Colored Leaves?,What % of canopy has colored leaves?,Falling Leaves,Fruits,How many fruits do you see??,Ripe Fruits,What % of all Fruit are Ripe?,Recent Fruit Drop?,How many dropped fruit did you see?,Species Observed,Other Comments
169,ERD,QUEGAM,SHAMOR/AUSWER,9,6/27/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
170,ERD,QUEGAM,SHAMOR/AUSWER,10,6/27/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
171,ERD,QUEGAM,SHAMOR,1,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
172,ERD,QUEGAM,SHAMOR,2,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
173,ERD,QUEGAM,SHAMOR,3,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
174,ERD,QUEGAM,SHAMOR,4,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
175,ERD,QUEGAM,SHAMOR,5,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
176,ERD,QUEGAM,SHAMOR,6,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
177,ERD,QUEGAM,SHAMOR,7,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
178,ERD,QUEGAM,SHAMOR,8,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
179,ERD,QUEGAM,SHAMOR,9,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
180,ERD,QUEGAM,SHAMOR,10,7/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
181,ERD,QUEGAM,AUSWER,1,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
182,ERD,QUEGAM,AUSWER,2,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
183,ERD,QUEGAM,AUSWER,3,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
184,ERD,QUEGAM,AUSWER,4,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
185,ERD,QUEGAM,AUSWER,5,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
186,ERD,QUEGAM,AUSWER,6,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
187,ERD,QUEGAM,AUSWER,7,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
188,ERD,QUEGAM,AUSWER,8,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
189,ERD,QUEGAM,AUSWER,9,7/3/2013,2013,,,NR,,,1,<3,1,>95%,0,<25%,0,0,3-10,0,<25%,0,<3,,
190,ERD,QUEGAM,AUSWER,10,7/3/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,<3,0,<25%,0,<3,,
191,ERD,QUEGAM,AHSJEN/LAUSHU,1,7/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
192,ERD,QUEGAM,AHSJEN/LAUSHU,2,7/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
193,ERD,QUEGAM,AHSJEN/LAUSHU,3,7/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
194,ERD,QUEGAM,AHSJEN/LAUSHU,4,7/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
195,ERD,QUEGAM,AHSJEN/LAUSHU,5,7/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
196,ERD,QUEGAM,AHSJEN/LAUSHU,6,7/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
197,ERD,QUEGAM,AHSJEN/LAUSHU,7,7/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
198,ERD,QUEGAM,AHSJEN/LAUSHU,8,7/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
199,ERD,QUEGAM,AHSJEN/LAUSHU,9,7/8/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,3-10,0,<25%,0,<3,,
200,ERD,QUEGAM,AHSJEN/LAUSHU,10,7/8/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
201,ERD,QUEGAM,AHSJEN/SHAMOR,1,7/11/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
202,ERD,QUEGAM,AHSJEN/SHAMOR,2,7/11/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
203,ERD,QUEGAM,AHSJEN/SHAMOR,3,7/11/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
204,ERD,QUEGAM,AHSJEN/SHAMOR,4,7/11/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
205,ERD,QUEGAM,AHSJEN/SHAMOR,5,7/11/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
206,ERD,QUEGAM,AHSJEN/SHAMOR,6,7/11/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
207,ERD,QUEGAM,AHSJEN/SHAMOR,7,7/11/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
208,ERD,QUEGAM,AHSJEN/SHAMOR,8,7/11/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
209,ERD,QUEGAM,AHSJEN/SHAMOR,9,7/11/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,3-10,0,<25%,0,<3,,
210,ERD,QUEGAM,AHSJEN/SHAMOR,10,7/11/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
211,ERD,QUEGAM,AHSJEN,1,7/17/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
212,ERD,QUEGAM,AHSJEN,2,7/17/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
213,ERD,QUEGAM,AHSJEN,3,7/17/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
214,ERD,QUEGAM,AHSJEN,4,7/17/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
215,ERD,QUEGAM,AHSJEN,5,7/17/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
216,ERD,QUEGAM,AHSJEN,6,7/17/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
217,ERD,QUEGAM,AHSJEN,7,7/17/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
218,ERD,QUEGAM,AHSJEN,8,7/17/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
219,ERD,QUEGAM,AHSJEN,9,7/17/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,3-10,0,<25%,0,<3,,
220,ERD,QUEGAM,AHSJEN,10,7/17/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
221,ERD,QUEGAM,AUSWER/DAVELY,1,7/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
222,ERD,QUEGAM,AUSWER/DAVELY,2,7/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
223,ERD,QUEGAM,AUSWER/DAVELY,3,7/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
224,ERD,QUEGAM,AUSWER/DAVELY,4,7/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
225,ERD,QUEGAM,AUSWER/DAVELY,5,7/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
226,ERD,QUEGAM,AUSWER/DAVELY,6,7/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
227,ERD,QUEGAM,AUSWER/DAVELY,7,7/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
228,ERD,QUEGAM,AUSWER/DAVELY,8,7/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
229,ERD,QUEGAM,AUSWER/DAVELY,9,7/19/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,3-10,0,<25%,0,<3,,
230,ERD,QUEGAM,AUSWER/DAVELY,10,7/19/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
231,ERD,QUEGAM,SHAMOR/SHADOW,1,7/22/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
232,ERD,QUEGAM,SHAMOR/SHADOW,2,7/22/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
233,ERD,QUEGAM,SHAMOR/SHADOW,3,7/22/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
234,ERD,QUEGAM,SHAMOR/SHADOW,4,7/22/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
235,ERD,QUEGAM,SHAMOR/SHADOW,5,7/22/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
236,ERD,QUEGAM,SHAMOR/SHADOW,6,7/22/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
237,ERD,QUEGAM,SHAMOR/SHADOW,7,7/22/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
238,ERD,QUEGAM,SHAMOR/SHADOW,8,7/22/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
239,ERD,QUEGAM,SHAMOR/SHADOW,9,7/22/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,3-10,0,<25%,0,<3,,
240,ERD,QUEGAM,SHAMOR/SHADOW,10,7/22/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
241,ERD,QUEGAM,SHAMOR/SHADOW,1,7/25/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
242,ERD,QUEGAM,SHAMOR/SHADOW,2,7/25/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
243,ERD,QUEGAM,SHAMOR/SHADOW,3,7/25/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
244,ERD,QUEGAM,SHAMOR/SHADOW,4,7/25/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
245,ERD,QUEGAM,SHAMOR/SHADOW,5,7/25/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
246,ERD,QUEGAM,SHAMOR/SHADOW,6,7/25/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,11-100,0,<25%,0,<3,,
247,ERD,QUEGAM,SHAMOR/SHADOW,7,7/25/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
248,ERD,QUEGAM,SHAMOR/SHADOW,8,7/25/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
249,ERD,QUEGAM,SHAMOR/SHADOW,9,7/25/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
250,ERD,QUEGAM,SHAMOR/SHADOW,10,7/25/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
251,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,1,7/29/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
252,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,2,7/29/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
253,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,3,7/29/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
254,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,4,7/29/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
255,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,5,7/29/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
256,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,6,7/29/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
257,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,7,7/29/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
258,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,8,7/29/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
259,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,9,7/29/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
260,ERD,QUEGAM,AHSJEN/SHAMOR/LAUSHU/CARRUF,10,7/29/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
261,ERD,QUEGAM,SHAMOR/AUSWER,1,8/1/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
262,ERD,QUEGAM,SHAMOR/AUSWER,2,8/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
263,ERD,QUEGAM,SHAMOR/AUSWER,3,8/1/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
264,ERD,QUEGAM,SHAMOR/AUSWER,4,8/1/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
265,ERD,QUEGAM,SHAMOR/AUSWER,5,8/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
266,ERD,QUEGAM,SHAMOR/AUSWER,6,8/1/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
267,ERD,QUEGAM,SHAMOR/AUSWER,7,8/1/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
268,ERD,QUEGAM,SHAMOR/AUSWER,8,8/1/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
269,ERD,QUEGAM,SHAMOR/AUSWER,9,8/1/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
270,ERD,QUEGAM,SHAMOR/AUSWER,10,8/1/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
271,ERD,QUEGAM,SHAMOR/LAUSHU,1,8/5/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
272,ERD,QUEGAM,SHAMOR/LAUSHU,2,8/5/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
273,ERD,QUEGAM,SHAMOR/LAUSHU,3,8/5/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
274,ERD,QUEGAM,SHAMOR/LAUSHU,4,8/5/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
275,ERD,QUEGAM,SHAMOR/LAUSHU,5,8/5/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
276,ERD,QUEGAM,SHAMOR/LAUSHU,6,8/5/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
277,ERD,QUEGAM,SHAMOR/LAUSHU,7,8/5/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
278,ERD,QUEGAM,SHAMOR/LAUSHU,8,8/5/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
279,ERD,QUEGAM,SHAMOR/LAUSHU,9,8/5/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
280,ERD,QUEGAM,SHAMOR/LAUSHU,10,8/5/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
281,ERD,QUEGAM,AHSJEN,1,8/8/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
282,ERD,QUEGAM,AHSJEN,2,8/8/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
283,ERD,QUEGAM,AHSJEN,3,8/8/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
284,ERD,QUEGAM,AHSJEN,4,8/8/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
285,ERD,QUEGAM,AHSJEN,5,8/8/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
286,ERD,QUEGAM,AHSJEN,6,8/8/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
287,ERD,QUEGAM,AHSJEN,7,8/8/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
288,ERD,QUEGAM,AHSJEN,8,8/8/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
289,ERD,QUEGAM,AHSJEN,9,8/8/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
290,ERD,QUEGAM,AHSJEN,10,8/8/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
291,ERD,QUEGAM,DAVELY,1,8/15/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
292,ERD,QUEGAM,DAVELY,2,8/15/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
293,ERD,QUEGAM,DAVELY,3,8/15/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
294,ERD,QUEGAM,DAVELY,4,8/15/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
295,ERD,QUEGAM,DAVELY,5,8/15/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
296,ERD,QUEGAM,DAVELY,6,8/15/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
297,ERD,QUEGAM,DAVELY,7,8/15/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
298,ERD,QUEGAM,DAVELY,8,8/15/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,3-10,0,<25%,0,<3,,
299,ERD,QUEGAM,DAVELY,9,8/15/2013,2013,,,NR,,,1,3-10,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
300,ERD,QUEGAM,DAVELY,10,8/15/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,<3,0,<25%,0,<3,,
301,ERD,QUEGAM,AHSJEN,1,8/19/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
302,ERD,QUEGAM,AHSJEN,2,8/19/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
303,ERD,QUEGAM,AHSJEN,3,8/19/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
304,ERD,QUEGAM,AHSJEN,4,8/19/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
305,ERD,QUEGAM,AHSJEN,5,8/19/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
306,ERD,QUEGAM,AHSJEN,6,8/19/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
307,ERD,QUEGAM,AHSJEN,7,8/19/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
308,ERD,QUEGAM,AHSJEN,8,8/19/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
309,ERD,QUEGAM,AHSJEN,9,8/19/2013,2013,,,NR,,,1,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
310,ERD,QUEGAM,AHSJEN,10,8/19/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
311,ERD,QUEGAM,AHSJEN,1,8/21/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
312,ERD,QUEGAM,AHSJEN,2,8/21/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
313,ERD,QUEGAM,AHSJEN,3,8/21/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
314,ERD,QUEGAM,AHSJEN,4,8/21/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
315,ERD,QUEGAM,AHSJEN,5,8/21/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
316,ERD,QUEGAM,AHSJEN,6,8/21/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
317,ERD,QUEGAM,AHSJEN,7,8/21/2013,2013,,,NR,,,0,<3,1,>95%,0,<25%,0,0,1001-10000,0,<25%,0,<3,,
318,ERD,QUEGAM,AHSJEN,8,8/21/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,11-100,0,<25%,0,<3,,
319,ERD,QUEGAM,AHSJEN,9,8/21/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
320,ERD,QUEGAM,AHSJEN,10,8/21/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,<3,0,<25%,0,<3,,
321,ERD,QUEGAM,AHSJEN/LAUSHU,1,8/26/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
322,ERD,QUEGAM,AHSJEN/LAUSHU,2,8/26/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
323,ERD,QUEGAM,AHSJEN/LAUSHU,3,8/26/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
324,ERD,QUEGAM,AHSJEN/LAUSHU,4,8/26/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
325,ERD,QUEGAM,AHSJEN/LAUSHU,5,8/26/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
326,ERD,QUEGAM,AHSJEN/LAUSHU,6,8/26/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
327,ERD,QUEGAM,AHSJEN/LAUSHU,7,8/26/2013,2013,,,NR,,,0,<3,1,75-94%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
328,ERD,QUEGAM,AHSJEN/LAUSHU,8,8/26/2013,2013,,,NR,,,1,3-10,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
329,ERD,QUEGAM,AHSJEN/LAUSHU,9,8/26/2013,2013,,,NR,,,0,<3,1,25-49%,0,<25%,0,0,<3,0,<25%,0,<3,,
330,ERD,QUEGAM,AHSJEN/LAUSHU,10,8/26/2013,2013,,,NR,,,0,<3,1,25-49%,0,<25%,0,0,<3,0,<25%,0,<3,,
331,ERD,QUEGAM,AHSJEN/AUSWER,1,9/4/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
332,ERD,QUEGAM,AHSJEN/AUSWER,2,9/4/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
333,ERD,QUEGAM,AHSJEN/AUSWER,3,9/4/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
334,ERD,QUEGAM,AHSJEN/AUSWER,4,9/4/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,11-100,0,<25%,0,<3,,
335,ERD,QUEGAM,AHSJEN/AUSWER,5,9/4/2013,2013,,,NR,,,0,<3,1,50-74%,0,<25%,0,0,101-1000,0,<25%,0,<3,,
