Observation ID,Plant ID,Date,Observer,Site,Time Arrived,Departure Time,Weather,Plant #,North Face Temp,South Face Temp,Species Code,Breaking Leaf Buds,How many buds?,Leaves?,What % of canopy is full?,Colored Leaves?,What % of Canopy is Colored?,Falling Leaves?,Fruits,How many fruit?,Ripe Fruits,What % of all Fruit are Ripe?,Recent Fruit Drop?,How many dropped fruit do you see?,Species Observed,Other Comments,General Comments
99,SHRINE2,7/9/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:29,8:55,"Hot, sunny, clouds on East horizon",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Moth and Fly,Insect-eaten leaves; fruit more noticable; some catkins noticed,
100,SHRINE3,7/9/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:29,8:55,"Hot, sunny, clouds on East horizon",3,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Spiderweb,Insect-eaten leaves,
101,SHRINE4,7/9/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:29,8:55,"Hot, sunny, clouds on East horizon",4,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Insect present,Insect-eaten leaves; Fruit noticably larger,
102,HQ1,7/9/2013,Laura Shultz/Carlie Ruffalo,HQ,8:57,9:05,"Hot, sunny, very slight breeze, tiny bit of cloud cover",1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Fungus/galls present,Woodpecker holes; insect-eaten leaves,
103,HQ2,7/9/2013,Laura Shultz/Carlie Ruffalo,HQ,8:57,9:05,"Hot, sunny, very slight breeze, tiny bit of cloud cover",2,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Orange wasp; insect (see sketch in journal),Insect-eaten leaves; woodpecker holes; Acorns are growing very large,
104,GCVC1,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:33,9:58,"Hot, sunny, very slight breeze, cloud cover on horizon",1,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,3-10,No,N/A,No,<3,Spiderweb; bee of some species; evidence of elk/deer eaten leaves; greenish/red gall (see pic),Insect-eaten leaves,
105,GCVC2,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:33,9:58,"Hot, sunny, very slight breeze, cloud cover on horizon",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,3-10,No,N/A,No,<3,Fungus/galls present; one bright green,Insect-eaten leaves,
106,GCVC3,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:33,9:58,"Hot, sunny, very slight breeze, cloud cover on horizon",3,,,QUEGAM,Yes,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,Dangling larvae and larvae threads present,"New leaves, moldy rolled leaf still present",
107,GCVC4,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:33,9:58,"Hot, sunny, very slight breeze, cloud cover on horizon",4,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Spiderwebs; larvae threads; two mountain chickadees (second in neighboring gambel); fungus/galls present,"Insect-eaten leaves; hard to tell, but no distinct fruit seen",
108,GCVC5,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:33,9:58,"Hot, sunny, very slight breeze, cloud cover on horizon",5,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,3-10,No,N/A,No,<3,Rock squirrel in area; small black ant; orange wasp; fungus/galls present,Insect-eaten leaves,
109,GCVC6,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:33,9:58,"Hot, sunny, very slight breeze, cloud cover on horizon",6,,,QUEGAM,Yes,3-10,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,Spiderweb; larvae threads; mammal fuzz (elk?); evidence of leaves eaten by elk/deer; ,Insect-eaten leaves; 2 breaking leaf buds; gaining leaves,
110,GCVC7,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:15,9:32,"Hot, sunny, slight breeze, cloud cover on horizon",7,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Larvae threads,Insect-eaten leaves (many around viens); peeling bark in sections; chicken-pox like black spots still present; peeling and black spots combined in one section,
111,GCVC8,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:15,9:32,"Hot, sunny, slight breeze, cloud cover on horizon",8,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Irridescent turquoise/blue fly; mountain chickadee in neighboring tree,Insect-eaten leaves,
112,GCVC9,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:15,9:32,"Hot, sunny, slight breeze, cloud cover on horizon",9,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Larvae threads; fungus/galls present,Insect-eaten leaves; Fruit noticably larger,
113,GCVC10,7/9/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:15,9:32,"Hot, sunny, slight breeze, cloud cover on horizon",10,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Fungus/galls present,Insect-eaten leaves; fruit noticably larger; reddish section of bark; new fruit coming in next to larger acrons,
114,SHRINE1,7/12/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:06,8:16,"Cool, slight breeze, cloudy",1,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Light green bug with four wings (hovered); ,Insect-eaten leaves; no lichen present on tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
115,SHRINE2,7/12/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:06,8:16,"Cool, slight breeze, cloudy",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Fungus/galls present,Insect-eaten leaves; no lichen present on tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
116,SHRINE3,7/12/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:06,8:16,"Cool, slight breeze, cloudy",3,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,Woodpecker holes; insect-eaten leaves; no lichen present on tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
117,SHRINE4,7/12/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:06,8:16,"Cool, slight breeze, cloudy",4,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,,Few woodpecker holes; Insect-eaten leaves; Bark doesn't feel as dry; Small areas of lichen (also has largest trunk of trees at Shrine- factor?),Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
118,HQ1,7/12/2013,Laura Shultz/Carlie Ruffalo,HQ,8:18,8:26,"Cooler, sunny, slight breeze, clouds",1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Fungus/galls present,Woodpecker holes; Insect-eaten leaves; some new fruit paired next to large unripe acorns; lichen present on tree above approx. 6 ft in height,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
119,HQ2,7/12/2013,Laura Shultz/Carlie Ruffalo,HQ,8:18,8:26,"Cooler, sunny, slight breeze, clouds",2,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,small black ant,Woodpecker holes; insect-eaten leaves; small section of bark missing; can see green acorn starting to emerge from bract on a couple acorns; no lichen present on tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
120,GCVC1,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:58,9:21,"Cool, slight breeze, cloudy",1,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,3-10,No,N/A,No,<3,Rock squirrel in grove upon arrival; Spiderwebs; larvae threads; red gall; few rolled leaves; evidence of elk/deer eating leaves,Insect-eaten leaves; lichen present on lower trunk of tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
121,GCVC2,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:58,9:21,"Cool, slight breeze, cloudy",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,3-10,No,N/A,No,<3,Rock squirrel; Grasshopper (see pic); fungus/galls present,Insect-eaten leaves; 3-10 fruit!; Lichen on lower half of trunk,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
122,GCVC3,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:58,9:21,"Cool, slight breeze, cloudy",3,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,Larvae; fungus/galls present; still has moldy rolled leaf; evidence of elk/deer eating leaves,Insect-eaten leaves; Lichen on lower half of trunk,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
123,GCVC4,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:58,9:21,"Cool, slight breeze, cloudy",4,,,QUEGAM,Yes,<3,Yes,75-94%,No,<5%,No,Yes,3-10,No,N/A,No,<3,Spiderwebs; fungus/galls present,Insect-eaten leaves; Fruit very little; breaking leaf bud; Lichen all over tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
124,GCVC5,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:58,9:21,"Cool, slight breeze, cloudy",5,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,11-100,No,N/A,No,<3,Fungus/galls present,"Insect-eaten leaves; reddish, peeling bark; no lichen present on tree",Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
125,GCVC6,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:58,9:21,"Cool, slight breeze, cloudy",6,,,QUEGAM,No,<3,Yes,5-24%,No,<5%,No,No,<3,No,N/A,No,<3,Spiderwebs; fungus/galls present; red fungus or gall; small black ant; mammal fuzz (elk?); evidence of elk/deer eating leaves; mountain chickadee on neighboring pinyon pine,Insect-eaten leaves,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
126,GCVC7,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:43,8:57,"Cool, slight breeze, cloudy",7,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,,Insect-eaten leaves; Lichen all over tree; peeling bark sections ,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
127,GCVC8,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:43,8:57,"Cool, slight breeze, cloudy",8,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Fat Robin hanging out in tree,Insect-eaten leaves; Lichen all over tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
128,GCVC9,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:43,8:57,"Cool, slight breeze, cloudy",9,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,"Spiderweb; little (approx. 2mm) white spider, front legs in front with tan stripes; mammal fuzz (elk?)",Insect-eaten leaves; peeling bark; Lichen present all over tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
129,GCVC10,7/12/2013,Laura Shultz/Carlie Ruffalo,GCVC,8:43,8:57,"Cool, slight breeze, cloudy",10,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Larvae present,Reddish peeling bark; acorns not as clustered as normal; no lichen present on tree,Lichen notations of this day stand for all days?ÿjust chose to notate the lichen presence on this day
130,PR1,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",1,,,POPFRE,No,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,Fungus/galls present,"Male tree; facing PR, it is on the right of the ranger station to the north; Sapsucker holes; insect-eaten leaves; <5% leaves coloered (due to drought stress according to Shores)",These Phantom 'other comments' contain site decriptions to help locate trees
131,PR2,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",2,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,"Burrowing bug at base of tree- black head, red end, winged, we witnessed it kill a small grasshopper; also a black fungus or other growth at the base","Female tree; facing PR, left side of ranger station to the North; Large trunk; Insect-eaten leaves; <5% leaves colored (due to drought stress according to Shores)",These Phantom 'other comments' contain site decriptions to help locate trees
132,PR3,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",3,,,POPFRE,No,<3,Yes,<5%,No,<5%,No,No,<3,No,N/A,No,<3,Small red ants swarming on rock at base of tree,"Male tree; Facing PR, on left side of ranger station to the south; one colored branch- 5-10% Leaves colored (due to drought stress according to Shores)",These Phantom 'other comments' contain site decriptions to help locate trees
133,PR4,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",4,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Fungus/galls present; also an ant,Female tree; north by the creek; insect-eaten leaves; <5% leaves coloered (due to drought stress according to Shores),These Phantom 'other comments' contain site decriptions to help locate trees
134,PR5,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",5,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,"Female tree; south of #4 on creek; smaller tree; lots of dead branches towards base; less insect-eaten eaves, but still present; <5% colored leaves (due to drought stress according to shores)",These Phantom 'other comments' contain site decriptions to help locate trees
135,PR6,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",6,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,"Female tree; by bunk house next to grill, has anters in its cage; sapsucker holes; ,%5 leaves colored (due to drought stress according to Shores)",These Phantom 'other comments' contain site decriptions to help locate trees
136,PR7,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",7,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Prickily pear at base; burrows around bast of trunk; spiderweb,"Male tree (""the big old man tree""); in grove near mule corral; black stuff at base- burnt? Fungus?; no colored leaves",These Phantom 'other comments' contain site decriptions to help locate trees
137,PR8,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",8,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Prickily pear at base; many cicada exoskeletons present,"Female tree; Near creek just south of the bridge, bunk house side; insect-eaten leaves; sapsucker holes; <5% colored leaves (due to drought stress according to Shores)",These Phantom 'other comments' contain site decriptions to help locate trees
138,PR9,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",9,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Fungus/galls present; ants; many exoskeletons,"Female tree; double trunk, trunk nearest creek under observation; near creek, North of bridge, campground side; <5% colored leaves (due to drought stress according to Shores)",These Phantom 'other comments' contain site decriptions to help locate trees
139,PR10,7/14/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,PR,16:05,19:00,"HOT, sunny, but cooled and began to rain towards end of session",10,,,POPFRE,Yes,11-100,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,Bug that blended into the bark (see pic),"Female tree; small tree 1 ft off path, campground side of creek, south of bridge; swollen spots on trunk; new growth; insect-eaten leaves",These Phantom 'other comments' contain site decriptions to help locate trees
140,IG1,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",1,,,POPFRE,Yes,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Small burrow at base of trunk; swarm of flies between two trunks; fungus/galls present; orange wasp; black bug,"Sapsucker holes; Rubbing on dead branch; BUG tree on North end of trail, approx. 15 ft from trail, off ledge approx. 10ft below trail; insect-eaten leaves; trunk split, both being monitored; <5% colored leaves (due to drought stress according to Shores)",These IG 'other comments' contain site descriptions to help locate trees
141,IG2,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",2,,,POPFRE,Yes,3-10,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Large burrow approx. 5 ft from trunk,"Approx. 20 ft from trail, approx. 4 ft to ledge above creek, 2 trees right next to each other, larger trunk (more southerly) under observation; insect-eaten leaves, few sapsucker holes, unknown husks found on certain branches (see pic); no colored leaves",These IG 'other comments' contain site descriptions to help locate trees
142,IG3,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",3,,,POPFRE,Yes,3-10,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Cicada exoskeleton; orange wasp; fungus/galls present,"Smaller tree near creek, approx. 40 ft from trail, next to rock shelf over creek; leaf litter at base of tree; insect-eaten leaves; few sapsucker holes; found husks on certain branches (see picture); no colored leaves",These IG 'other comments' contain site descriptions to help locate trees
143,IG4,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",4,,,POPFRE,Yes,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,Orange wasp,"Smaller tree closer to creek, approx. 40 ft from trail; lots of leaf litter around the base; insect-eaten leaves; sap sucker holes, though less than IG#5; no colored leaves",These IG 'other comments' contain site descriptions to help locate trees
144,IG5,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",5,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Spiderweb; flies; cicada exoskeleton; small burrow hole by base of trunk,"Approx. 20 ft away from trail, creek side, southernmost site for lower basin; insect-eaten leaves; sapsucker holes; <5% colored leaves (due to drought stress according to Shores)",These IG 'other comments' contain site descriptions to help locate trees
145,IG6,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",6,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Spiderweb,Right next to trail outside (E) of campground; big tree; insect-eaten leaves; no colored leaves,These IG 'other comments' contain site descriptions to help locate trees
146,IG7,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",7,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,At corner entrance to campsite; big tree; insect-eaten leaves; sapsucker holes; <5% leaves colored (due to drought stress according to Shores),These IG 'other comments' contain site descriptions to help locate trees
147,IG8,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",8,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,,On left off East side of trail; swollen trunk spots; insect-eaten leaves; no colored leaves,These IG 'other comments' contain site descriptions to help locate trees
148,IG9,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",9,,,POPFRE,No,<3,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,"big, black ants present; prickily pear near base; fungus/galls present","Approx. 5 ft off trail, west side; insect-eaten leaves; sapsucker holes; <5% colored leaves (due to drought stress according to Shores)",These IG 'other comments' contain site descriptions to help locate trees
149,IG10,7/15/2013,Laura Shultz/Carlie Ruffalo/Asha Jensen/Shaun Morrison,IG,16:37,19:00,"cooler, humid, just after monsoon",10,,,POPFRE,Yes,3-10,Yes,75-94%,No,<5%,No,No,<3,No,N/A,No,<3,Fungus/gall on leaf stem,"On left of trail across from the bathroom, east side of trail; in campground, southernmost tree near ranger station; no sapsucker holes; younger?? bark near top isn't fissured; insect-eaten leaves; <5% colored leaves (due to drought stress according to Sh",These IG 'other comments' contain site descriptions to help locate trees
150,SHRINE1,7/17/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:08,8:25,"Cool, breeze, slight haze, cloud cover",1,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Larvae thread; Orange wasp; evidence of elk/deer eating leaves; fungus/galls present; fly on branch (x2),Insect-eaten leaves; also had small ovate/unlobed leaves,
151,SHRINE2,7/17/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:08,8:25,"Cool, breeze, slight haze, cloud cover",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Fly on leaf; Larvae threads present; evidence of elk/deer eating leaves,Insect-eaten leaves; fruit noticably larger; also had the small ovate/unloabed leaves,
152,SHRINE3,7/17/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:08,8:25,"Cool, breeze, slight haze, cloud cover",3,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Fly on branch,Insect-eaten leaves; woodpecker holes,
153,SHRINE4,7/17/2013,Laura Shultz/Carlie Ruffalo,SHRINE,8:08,8:25,"Cool, breeze, slight haze, cloud cover",4,,,QUEGAM,No,<3,Yes,50-74%,No,<5%,No,Yes,101-1000,No,N/A,No,<3,Fungus/galls present; a few rolled leaves present,"Insect-eaten leaves; woodpecker holes; fruit in high density clusters, closer to 1000 than 101",
154,HQ1,7/17/2013,Laura Shultz/Carlie Ruffalo,HQ,8:28,8:38,"Sunny, slight breeze, cloud cover",1,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Fungus/galls present,Woodpecker holes; insect-eaten leaves; few acorns starting to emerge from their bracts,
155,HQ2,7/17/2013,Laura Shultz/Carlie Ruffalo,HQ,8:28,8:38,"Sunny, slight breeze, cloud cover",2,,,QUEGAM,No,<3,Yes,75-94%,No,<5%,No,Yes,1001-10000,No,N/A,No,<3,Black bugs still present on underside of leaf; fungus/galls on leaf undersides; larvae threads,Acorns emerging from bracts; insect-eaten leaves; woodpecker holes,
156,GCVC1,7/17/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:20,9:45,"Warm, sunny, cloud cover",1,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,Spiderwebs (less dense than usual); orange wasp; rolled leaves; large black ant on branch; evidence of elk/deer eating leaves,Insect-eaten leaves,
157,GCVC2,7/17/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:20,9:45,"Warm, sunny, cloud cover",2,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,3-10,No,N/A,No,<3,Fungus/galls present; larvae threads; evidence of elk/deer eating leaves,Insect-eaten leaves,
158,GCVC3,7/17/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:20,9:45,"Warm, sunny, cloud cover",3,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,No,<3,No,N/A,No,<3,Rolled leaves; still has moldy rolled leaf,Insect-eaten leaves,
159,GCVC4,7/17/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:20,9:45,"Warm, sunny, cloud cover",4,,,QUEGAM,Yes,<3,Yes,50-74%,No,<5%,No,No,<3,No,N/A,No,<3,Spiderwebs; fungus/galls present; little white spider; evidence of elk/deer eating leaves,Insect-eaten leaves; odd brown (buds?) growth on branch (see pic); small section of black spotted bark,
160,GCVC5,7/17/2013,Laura Shultz/Carlie Ruffalo,GCVC,9:20,9:45,"Warm, sunny, cloud cover",5,,,QUEGAM,No,<3,Yes,25-49%,No,<5%,No,Yes,11-100,No,N/A,No,<3,Orange wasp; fungus/galls present,Insect-eaten leaves,
